Year,State Name,Indicator,total_deaths,rank_within_drug,top10_flag,national_all_drug_total,national_prev_year,national_yoy_change,national_yoy_pct,national_drug_total,ma_3yr,ma_5yr
2024,New Hampshire,Number of Deaths,13948.0,43,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,New Jersey,Number of Deaths,71109.0,11,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,New Jersey,Number of Deaths,72082.0,11,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,New Jersey,Number of Deaths,73945.0,11,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,New Jersey,Number of Deaths,74833.0,12,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,New Jersey,Number of Deaths,74281.0,12,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,New Jersey,Number of Deaths,95555.0,11,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,New Jersey,Number of Deaths,83604.0,13,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,New Jersey,Number of Deaths,81132.0,13,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,New Jersey,Number of Deaths,75031.0,13,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,New Jersey,Number of Deaths,74604.0,13,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,New Mexico,Number of Deaths,17062.0,39,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,New Mexico,Number of Deaths,17768.0,39,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,New Mexico,Number of Deaths,18060.0,39,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,New Mexico,Number of Deaths,18440.0,39,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,New Mexico,Number of Deaths,18906.0,39,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,New Mexico,Number of Deaths,23095.0,38,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,New Mexico,Number of Deaths,24604.0,38,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,New Mexico,Number of Deaths,22880.0,38,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,New Mexico,Number of Deaths,21409.0,39,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,New Mexico,Number of Deaths,21226.0,39,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,New York,Number of Deaths,98476.0,7,1,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,New York,Number of Deaths,98766.0,7,1,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,New York,Number of Deaths,99799.0,7,1,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,New York,Number of Deaths,100680.0,7,1,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,New York,Number of Deaths,100569.0,7,1,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,New York,Number of Deaths,119373.0,7,1,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,New York,Number of Deaths,116115.0,8,1,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,New York,Number of Deaths,112008.0,8,1,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,New York,Number of Deaths,105598.0,8,1,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,New York,Number of Deaths,103268.0,8,1,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,New York City,Number of Deaths,54120.0,19,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,New York City,Number of Deaths,54280.0,19,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,New York City,Number of Deaths,54319.0,19,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,New York City,Number of Deaths,55081.0,19,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,New York City,Number of Deaths,54561.0,19,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,New York City,Number of Deaths,82143.0,13,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,New York City,Number of Deaths,63551.0,21,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,New York City,Number of Deaths,60596.0,20,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,New York City,Number of Deaths,55458.0,22,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,New York City,Number of Deaths,55263.0,22,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,North Carolina,Number of Deaths,90025.0,9,1,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,North Carolina,Number of Deaths,91350.0,9,1,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,North Carolina,Number of Deaths,94051.0,9,1,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,North Carolina,Number of Deaths,94809.0,9,1,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,North Carolina,Number of Deaths,96682.0,9,1,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,North Carolina,Number of Deaths,110096.0,9,1,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,North Carolina,Number of Deaths,118949.0,7,1,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,North Carolina,Number of Deaths,113872.0,7,1,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,North Carolina,Number of Deaths,108376.0,7,1,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,North Carolina,Number of Deaths,106593.0,7,1,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,North Dakota,Number of Deaths,6876.0,49,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,North Dakota,Number of Deaths,6806.0,49,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,North Dakota,Number of Deaths,7088.0,49,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,North Dakota,Number of Deaths,7032.0,49,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,North Dakota,Number of Deaths,7390.0,49,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,North Dakota,Number of Deaths,8839.0,49,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,North Dakota,Number of Deaths,8105.0,49,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,North Dakota,Number of Deaths,7742.0,49,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,North Dakota,Number of Deaths,7480.0,49,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,North Dakota,Number of Deaths,7626.0,49,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Ohio,Number of Deaths,118113.0,5,1,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Ohio,Number of Deaths,119618.0,5,1,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Ohio,Number of Deaths,123886.0,5,1,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Ohio,Number of Deaths,124631.0,5,1,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Ohio,Number of Deaths,123690.0,5,1,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Ohio,Number of Deaths,143947.0,5,1,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Ohio,Number of Deaths,147565.0,5,1,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Ohio,Number of Deaths,138162.0,5,1,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Ohio,Number of Deaths,128057.0,5,1,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Ohio,Number of Deaths,127106.0,5,1,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Oklahoma,Number of Deaths,38321.0,27,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Oklahoma,Number of Deaths,38170.0,27,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Oklahoma,Number of Deaths,39318.0,27,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Oklahoma,Number of Deaths,39876.0,27,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Oklahoma,Number of Deaths,39767.0,28,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Oklahoma,Number of Deaths,46426.0,28,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Oklahoma,Number of Deaths,49150.0,27,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Oklahoma,Number of Deaths,46637.0,28,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Oklahoma,Number of Deaths,43002.0,28,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Oklahoma,Number of Deaths,43868.0,28,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Oregon,Number of Deaths,35732.0,29,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Oregon,Number of Deaths,35918.0,29,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Oregon,Number of Deaths,36695.0,29,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Oregon,Number of Deaths,36208.0,29,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Oregon,Number of Deaths,37428.0,29,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Oregon,Number of Deaths,40238.0,29,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Oregon,Number of Deaths,45027.0,29,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Oregon,Number of Deaths,44576.0,29,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Oregon,Number of Deaths,42674.0,29,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Oregon,Number of Deaths,42329.0,29,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Pennsylvania,Number of Deaths,133734.0,4,1,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Pennsylvania,Number of Deaths,134523.0,4,1,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Pennsylvania,Number of Deaths,136986.0,4,1,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Pennsylvania,Number of Deaths,136049.0,4,1,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Pennsylvania,Number of Deaths,135244.0,4,1,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Pennsylvania,Number of Deaths,156610.0,4,1,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Pennsylvania,Number of Deaths,156241.0,4,1,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Pennsylvania,Number of Deaths,147759.0,4,1,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Pennsylvania,Number of Deaths,138601.0,4,1,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Pennsylvania,Number of Deaths,136611.0,4,1,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Puerto Rico,Number of Deaths,28250.0,34,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Puerto Rico,Number of Deaths,29626.0,33,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Puerto Rico,Number of Deaths,31058.0,33,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Puerto Rico,Number of Deaths,29218.0,34,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Puerto Rico,Number of Deaths,29633.0,34,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Puerto Rico,Number of Deaths,32325.0,34,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Puerto Rico,Number of Deaths,33264.0,35,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Puerto Rico,Number of Deaths,35417.0,32,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Puerto Rico,Number of Deaths,34290.0,31,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Puerto Rico,Number of Deaths,33100.0,32,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Rhode Island,Number of Deaths,10388.0,45,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Rhode Island,Number of Deaths,10023.0,45,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Rhode Island,Number of Deaths,10444.0,45,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Rhode Island,Number of Deaths,10430.0,45,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Rhode Island,Number of Deaths,10619.0,45,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Rhode Island,Number of Deaths,12160.0,44,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Rhode Island,Number of Deaths,11633.0,46,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Rhode Island,Number of Deaths,11066.0,47,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Rhode Island,Number of Deaths,10881.0,46,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Rhode Island,Number of Deaths,10670.0,47,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,South Carolina,Number of Deaths,46352.0,23,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,South Carolina,Number of Deaths,47123.0,24,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,South Carolina,Number of Deaths,48418.0,23,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,South Carolina,Number of Deaths,49556.0,23,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,South Carolina,Number of Deaths,50008.0,23,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,South Carolina,Number of Deaths,60285.0,22,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,South Carolina,Number of Deaths,64287.0,19,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,South Carolina,Number of Deaths,59988.0,22,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,South Carolina,Number of Deaths,57091.0,21,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,South Carolina,Number of Deaths,57523.0,20,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,South Dakota,Number of Deaths,7894.0,48,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,South Dakota,Number of Deaths,7945.0,48,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,South Dakota,Number of Deaths,8140.0,48,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,South Dakota,Number of Deaths,8114.0,48,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,South Dakota,Number of Deaths,8387.0,48,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,South Dakota,Number of Deaths,10126.0,48,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,South Dakota,Number of Deaths,9407.0,48,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,South Dakota,Number of Deaths,9165.0,48,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,South Dakota,Number of Deaths,8733.0,48,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,South Dakota,Number of Deaths,8984.0,48,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Tennessee,Number of Deaths,70237.0,12,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Tennessee,Number of Deaths,71506.0,12,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Tennessee,Number of Deaths,73694.0,12,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Tennessee,Number of Deaths,74850.0,11,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Tennessee,Number of Deaths,75763.0,11,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Tennessee,Number of Deaths,88401.0,12,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Tennessee,Number of Deaths,95189.0,11,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Tennessee,Number of Deaths,88632.0,11,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Tennessee,Number of Deaths,83193.0,11,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Tennessee,Number of Deaths,82981.0,11,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Texas,Number of Deaths,192423.0,3,1,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Texas,Number of Deaths,194843.0,3,1,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Texas,Number of Deaths,200830.0,3,1,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Texas,Number of Deaths,204992.0,3,1,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Texas,Number of Deaths,206453.0,3,1,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Texas,Number of Deaths,253701.0,2,1,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Texas,Number of Deaths,271509.0,2,1,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Texas,Number of Deaths,245458.0,2,1,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Texas,Number of Deaths,232919.0,2,1,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Texas,Number of Deaths,233314.0,2,1,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Utah,Number of Deaths,17845.0,38,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Utah,Number of Deaths,18498.0,38,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Utah,Number of Deaths,18676.0,38,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Utah,Number of Deaths,19019.0,38,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Utah,Number of Deaths,19428.0,38,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Utah,Number of Deaths,22212.0,39,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Utah,Number of Deaths,23519.0,39,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Utah,Number of Deaths,22768.0,39,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Utah,Number of Deaths,22115.0,38,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Utah,Number of Deaths,22456.0,38,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Vermont,Number of Deaths,5770.0,50,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Vermont,Number of Deaths,5787.0,51,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Vermont,Number of Deaths,5775.0,51,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Vermont,Number of Deaths,5782.0,51,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Vermont,Number of Deaths,5656.0,51,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Vermont,Number of Deaths,6177.0,51,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Vermont,Number of Deaths,6648.0,51,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Vermont,Number of Deaths,6685.0,51,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Vermont,Number of Deaths,6465.0,51,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Vermont,Number of Deaths,6363.0,50,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Virginia,Number of Deaths,64760.0,13,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Virginia,Number of Deaths,65580.0,13,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Virginia,Number of Deaths,67731.0,13,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Virginia,Number of Deaths,68449.0,13,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Virginia,Number of Deaths,69429.0,13,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Virginia,Number of Deaths,79510.0,14,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Virginia,Number of Deaths,85049.0,12,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Virginia,Number of Deaths,82268.0,12,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
